Command line
Loss = 6.5613e-01, PNorm = 420.5991, GNorm = 0.4198, lr_0 = 8.1393e-04
Loss = 7.1021e-01, PNorm = 420.6925, GNorm = 0.6782, lr_0 = 8.1381e-04
Loss = 7.1059e-01, PNorm = 420.7805, GNorm = 0.5738, lr_0 = 8.1369e-04
Loss = 6.5007e-01, PNorm = 420.8742, GNorm = 0.5660, lr_0 = 8.1357e-04
Loss = 7.9776e-01, PNorm = 420.9586, GNorm = 0.8136, lr_0 = 8.1346e-04
Loss = 6.2957e-01, PNorm = 421.0253, GNorm = 0.6530, lr_0 = 8.1334e-04
Loss = 7.0525e-01, PNorm = 421.0920, GNorm = 0.6809, lr_0 = 8.1322e-04
Loss = 7.3388e-01, PNorm = 421.1646, GNorm = 0.5584, lr_0 = 8.1310e-04
Loss = 7.1033e-01, PNorm = 421.2590, GNorm = 0.6970, lr_0 = 8.1299e-04
Loss = 6.3752e-01, PNorm = 421.3562, GNorm = 0.6544, lr_0 = 8.1287e-04
Loss = 8.0302e-01, PNorm = 421.4594, GNorm = 0.4659, lr_0 = 8.1275e-04
Loss = 6.2088e-01, PNorm = 421.5729, GNorm = 0.4344, lr_0 = 8.1264e-04
Loss = 6.6654e-01, PNorm = 421.6934, GNorm = 0.5721, lr_0 = 8.1252e-04
Loss = 7.8033e-01, PNorm = 421.8092, GNorm = 0.3870, lr_0 = 8.1240e-04
Loss = 6.5567e-01, PNorm = 421.9304, GNorm = 0.4538, lr_0 = 8.1228e-04
Loss = 6.7064e-01, PNorm = 422.0435, GNorm = 0.5259, lr_0 = 8.1217e-04
Loss = 7.1564e-01, PNorm = 422.1536, GNorm = 0.4947, lr_0 = 8.1205e-04
Loss = 7.5766e-01, PNorm = 422.2653, GNorm = 0.7099, lr_0 = 8.1193e-04
Loss = 6.5208e-01, PNorm = 422.3660, GNorm = 0.5149, lr_0 = 8.1181e-04
Loss = 7.4747e-01, PNorm = 422.4600, GNorm = 0.8551, lr_0 = 8.1170e-04
Loss = 7.4506e-01, PNorm = 422.5609, GNorm = 0.5605, lr_0 = 8.1158e-04
Loss = 6.7485e-01, PNorm = 422.7166, GNorm = 0.6314, lr_0 = 8.1146e-04
Loss = 6.7233e-01, PNorm = 422.8497, GNorm = 0.4129, lr_0 = 8.1134e-04
Loss = 6.3340e-01, PNorm = 422.9572, GNorm = 0.5201, lr_0 = 8.1123e-04
Loss = 6.4944e-01, PNorm = 423.0455, GNorm = 0.6775, lr_0 = 8.1111e-04
Loss = 6.7981e-01, PNorm = 423.1221, GNorm = 0.5623, lr_0 = 8.1099e-04
Loss = 7.8117e-01, PNorm = 423.2167, GNorm = 0.5851, lr_0 = 8.1088e-04
Loss = 6.3698e-01, PNorm = 423.3326, GNorm = 0.5614, lr_0 = 8.1076e-04
Loss = 6.8049e-01, PNorm = 423.4262, GNorm = 0.5901, lr_0 = 8.1064e-04
Loss = 7.6169e-01, PNorm = 423.5029, GNorm = 0.5691, lr_0 = 8.1052e-04
Loss = 6.1799e-01, PNorm = 423.6026, GNorm = 0.4027, lr_0 = 8.1041e-04
Loss = 6.0616e-01, PNorm = 423.7170, GNorm = 0.3143, lr_0 = 8.1029e-04
Loss = 6.4479e-01, PNorm = 423.8010, GNorm = 0.4515, lr_0 = 8.1017e-04
Loss = 7.3388e-01, PNorm = 423.8749, GNorm = 0.4507, lr_0 = 8.1006e-04
Loss = 6.2630e-01, PNorm = 423.9696, GNorm = 0.7144, lr_0 = 8.0994e-04
Loss = 6.4840e-01, PNorm = 424.0561, GNorm = 0.5273, lr_0 = 8.0982e-04
Loss = 6.8839e-01, PNorm = 424.1349, GNorm = 0.4720, lr_0 = 8.0971e-04
Loss = 6.2358e-01, PNorm = 424.2186, GNorm = 0.4536, lr_0 = 8.0959e-04
Loss = 6.7300e-01, PNorm = 424.2940, GNorm = 0.6143, lr_0 = 8.0947e-04
Loss = 5.3308e-01, PNorm = 424.3529, GNorm = 0.3781, lr_0 = 8.0935e-04
Loss = 5.9602e-01, PNorm = 424.4027, GNorm = 0.5385, lr_0 = 8.0924e-04
Loss = 7.1239e-01, PNorm = 424.4455, GNorm = 0.5889, lr_0 = 8.0912e-04
Loss = 7.7631e-01, PNorm = 424.4994, GNorm = 0.5377, lr_0 = 8.0900e-04
Loss = 7.8525e-01, PNorm = 424.5651, GNorm = 0.6530, lr_0 = 8.0889e-04
Loss = 6.5788e-01, PNorm = 424.6315, GNorm = 0.5354, lr_0 = 8.0877e-04
Loss = 5.5767e-01, PNorm = 424.7127, GNorm = 0.6367, lr_0 = 8.0865e-04
Loss = 8.3573e-01, PNorm = 424.7863, GNorm = 0.5252, lr_0 = 8.0854e-04
Loss = 7.4622e-01, PNorm = 424.8701, GNorm = 0.6111, lr_0 = 8.0842e-04
Loss = 6.9292e-01, PNorm = 424.9550, GNorm = 0.5866, lr_0 = 8.0830e-04
Loss = 7.0286e-01, PNorm = 425.0416, GNorm = 0.6755, lr_0 = 8.0819e-04
Loss = 6.8188e-01, PNorm = 425.1417, GNorm = 0.6625, lr_0 = 8.0807e-04
Loss = 6.9306e-01, PNorm = 425.2332, GNorm = 0.5375, lr_0 = 8.0795e-04
Loss = 8.3294e-01, PNorm = 425.3422, GNorm = 0.6371, lr_0 = 8.0784e-04
Loss = 6.8845e-01, PNorm = 425.4746, GNorm = 0.7266, lr_0 = 8.0772e-04
Loss = 6.3491e-01, PNorm = 425.6159, GNorm = 0.5820, lr_0 = 8.0760e-04
Loss = 6.6639e-01, PNorm = 425.7283, GNorm = 0.6321, lr_0 = 8.0749e-04
Loss = 6.7055e-01, PNorm = 425.8215, GNorm = 0.6913, lr_0 = 8.0737e-04
Loss = 6.8184e-01, PNorm = 425.8984, GNorm = 0.9259, lr_0 = 8.0725e-04
Loss = 5.3555e-01, PNorm = 425.9720, GNorm = 0.4378, lr_0 = 8.0714e-04
Loss = 7.8946e-01, PNorm = 426.0336, GNorm = 0.7882, lr_0 = 8.0702e-04
Loss = 5.7502e-01, PNorm = 426.1073, GNorm = 0.4777, lr_0 = 8.0690e-04
Loss = 6.8815e-01, PNorm = 426.1843, GNorm = 0.5692, lr_0 = 8.0679e-04
Loss = 5.6092e-01, PNorm = 426.2610, GNorm = 0.4850, lr_0 = 8.0667e-04
Loss = 5.9186e-01, PNorm = 426.3283, GNorm = 0.5530, lr_0 = 8.0655e-04
Loss = 6.1051e-01, PNorm = 426.3870, GNorm = 0.6051, lr_0 = 8.0644e-04
Loss = 5.7474e-01, PNorm = 426.4504, GNorm = 0.5520, lr_0 = 8.0632e-04
Loss = 6.9524e-01, PNorm = 426.5224, GNorm = 0.6513, lr_0 = 8.0620e-04
Loss = 5.3398e-01, PNorm = 426.5980, GNorm = 0.5190, lr_0 = 8.0609e-04
Loss = 5.5304e-01, PNorm = 426.6662, GNorm = 0.4682, lr_0 = 8.0597e-04
Loss = 6.5618e-01, PNorm = 426.7220, GNorm = 0.3889, lr_0 = 8.0585e-04
Loss = 6.2574e-01, PNorm = 426.7753, GNorm = 0.5540, lr_0 = 8.0574e-04
Loss = 6.8662e-01, PNorm = 426.8409, GNorm = 0.5316, lr_0 = 8.0562e-04
Loss = 6.7739e-01, PNorm = 426.9082, GNorm = 0.6334, lr_0 = 8.0551e-04
Loss = 8.8188e-01, PNorm = 426.9841, GNorm = 0.7602, lr_0 = 8.0539e-04
Loss = 6.8602e-01, PNorm = 427.0865, GNorm = 0.5269, lr_0 = 8.0527e-04
Loss = 7.5143e-01, PNorm = 427.2089, GNorm = 0.5461, lr_0 = 8.0516e-04
Loss = 7.2160e-01, PNorm = 427.3232, GNorm = 0.5586, lr_0 = 8.0504e-04
Loss = 7.3794e-01, PNorm = 427.4622, GNorm = 0.4452, lr_0 = 8.0492e-04
Loss = 6.5116e-01, PNorm = 427.6246, GNorm = 0.5603, lr_0 = 8.0481e-04
Loss = 6.5910e-01, PNorm = 427.7728, GNorm = 0.4321, lr_0 = 8.0469e-04
Loss = 6.7787e-01, PNorm = 427.8819, GNorm = 0.4384, lr_0 = 8.0458e-04
Loss = 5.7437e-01, PNorm = 427.9598, GNorm = 0.5682, lr_0 = 8.0446e-04
Loss = 6.7215e-01, PNorm = 428.0214, GNorm = 0.8964, lr_0 = 8.0434e-04
Loss = 6.2071e-01, PNorm = 428.0791, GNorm = 0.5457, lr_0 = 8.0423e-04
Loss = 6.8823e-01, PNorm = 428.1486, GNorm = 0.6981, lr_0 = 8.0411e-04
Loss = 7.7862e-01, PNorm = 428.2475, GNorm = 0.4656, lr_0 = 8.0399e-04
Loss = 6.7435e-01, PNorm = 428.3648, GNorm = 0.5951, lr_0 = 8.0388e-04
Loss = 7.3768e-01, PNorm = 428.4711, GNorm = 0.5612, lr_0 = 8.0376e-04
Loss = 6.2162e-01, PNorm = 428.5715, GNorm = 0.4839, lr_0 = 8.0365e-04
Loss = 5.9757e-01, PNorm = 428.6740, GNorm = 0.4521, lr_0 = 8.0353e-04
Loss = 5.7255e-01, PNorm = 428.7720, GNorm = 0.6776, lr_0 = 8.0341e-04
Loss = 6.3004e-01, PNorm = 428.8631, GNorm = 0.4643, lr_0 = 8.0330e-04
Loss = 7.0014e-01, PNorm = 428.9523, GNorm = 0.5343, lr_0 = 8.0318e-04
Loss = 7.8789e-01, PNorm = 429.0514, GNorm = 0.4087, lr_0 = 8.0307e-04
Loss = 7.0016e-01, PNorm = 429.1814, GNorm = 0.5983, lr_0 = 8.0295e-04
Loss = 8.0825e-01, PNorm = 429.3147, GNorm = 0.5731, lr_0 = 8.0283e-04
Loss = 5.6771e-01, PNorm = 429.4425, GNorm = 0.4470, lr_0 = 8.0272e-04
Loss = 6.4070e-01, PNorm = 429.5581, GNorm = 0.6670, lr_0 = 8.0260e-04
Loss = 7.5206e-01, PNorm = 429.6507, GNorm = 0.5645, lr_0 = 8.0249e-04
Loss = 5.8916e-01, PNorm = 429.7840, GNorm = 0.5757, lr_0 = 8.0237e-04
Loss = 6.5943e-01, PNorm = 429.8912, GNorm = 0.4608, lr_0 = 8.0225e-04
Loss = 6.4843e-01, PNorm = 429.9860, GNorm = 0.5597, lr_0 = 8.0214e-04
Loss = 7.7221e-01, PNorm = 430.0771, GNorm = 0.7860, lr_0 = 8.0202e-04
Loss = 6.4024e-01, PNorm = 430.1555, GNorm = 0.8680, lr_0 = 8.0191e-04
Loss = 6.2758e-01, PNorm = 430.2346, GNorm = 0.6332, lr_0 = 8.0179e-04
Loss = 6.6989e-01, PNorm = 430.3143, GNorm = 0.5120, lr_0 = 8.0167e-04
Loss = 6.9869e-01, PNorm = 430.4155, GNorm = 0.7382, lr_0 = 8.0156e-04
Loss = 6.4432e-01, PNorm = 430.5288, GNorm = 0.4978, lr_0 = 8.0144e-04
Loss = 6.1710e-01, PNorm = 430.6231, GNorm = 0.5158, lr_0 = 8.0133e-04
Loss = 6.7003e-01, PNorm = 430.6998, GNorm = 0.4900, lr_0 = 8.0121e-04
Loss = 6.1309e-01, PNorm = 430.7620, GNorm = 0.5844, lr_0 = 8.0110e-04
Loss = 7.4923e-01, PNorm = 430.8174, GNorm = 0.5212, lr_0 = 8.0098e-04
Loss = 7.8627e-01, PNorm = 430.8907, GNorm = 0.7081, lr_0 = 8.0086e-04
Loss = 7.3618e-01, PNorm = 430.9714, GNorm = 0.5957, lr_0 = 8.0075e-04
Loss = 7.5087e-01, PNorm = 431.0607, GNorm = 0.4642, lr_0 = 8.0063e-04
Loss = 7.5039e-01, PNorm = 431.1664, GNorm = 0.4542, lr_0 = 8.0052e-04
Loss = 6.6094e-01, PNorm = 431.2755, GNorm = 0.4954, lr_0 = 8.0040e-04
Loss = 7.3552e-01, PNorm = 431.3719, GNorm = 0.7409, lr_0 = 8.0029e-04
Loss = 6.4611e-01, PNorm = 431.4691, GNorm = 0.4832, lr_0 = 8.0017e-04
Loss = 6.9783e-01, PNorm = 431.5620, GNorm = 0.7247, lr_0 = 8.0006e-04
Loss = 5.9528e-01, PNorm = 431.6453, GNorm = 0.5004, lr_0 = 7.9994e-04
Loss = 8.1033e-01, PNorm = 431.7103, GNorm = 0.6720, lr_0 = 7.9982e-04
Loss = 7.3386e-01, PNorm = 431.7963, GNorm = 0.6358, lr_0 = 7.9971e-04
Loss = 6.7989e-01, PNorm = 431.9046, GNorm = 0.5017, lr_0 = 7.9959e-04
Loss = 6.4647e-01, PNorm = 432.0256, GNorm = 0.4497, lr_0 = 7.9948e-04
Loss = 7.4505e-01, PNorm = 432.1391, GNorm = 0.8280, lr_0 = 7.9936e-04
Loss = 6.9222e-01, PNorm = 432.2868, GNorm = 0.4478, lr_0 = 7.9925e-04
Loss = 6.6856e-01, PNorm = 432.4686, GNorm = 0.5303, lr_0 = 7.9913e-04
Loss = 5.8604e-01, PNorm = 432.6217, GNorm = 0.5499, lr_0 = 7.9902e-04
Loss = 6.5602e-01, PNorm = 432.7079, GNorm = 0.5648, lr_0 = 7.9890e-04
Loss = 5.9412e-01, PNorm = 432.7870, GNorm = 0.5458, lr_0 = 7.9878e-04
Loss = 6.8145e-01, PNorm = 432.8653, GNorm = 0.7005, lr_0 = 7.9867e-04
Loss = 7.4323e-01, PNorm = 432.9404, GNorm = 0.8801, lr_0 = 7.9855e-04
Loss = 7.1830e-01, PNorm = 433.0257, GNorm = 0.5543, lr_0 = 7.9844e-04
Loss = 6.8837e-01, PNorm = 433.1241, GNorm = 0.5141, lr_0 = 7.9832e-04
Loss = 7.4435e-01, PNorm = 433.2059, GNorm = 0.7745, lr_0 = 7.9821e-04
Loss = 7.8284e-01, PNorm = 433.2962, GNorm = 0.5932, lr_0 = 7.9809e-04
Loss = 7.6888e-01, PNorm = 433.4393, GNorm = 0.5155, lr_0 = 7.9798e-04
Loss = 8.0588e-01, PNorm = 433.5673, GNorm = 0.5616, lr_0 = 7.9786e-04
Loss = 7.0163e-01, PNorm = 433.6843, GNorm = 0.5488, lr_0 = 7.9775e-04
Loss = 6.6277e-01, PNorm = 433.7937, GNorm = 0.7876, lr_0 = 7.9763e-04
Loss = 6.9523e-01, PNorm = 433.8825, GNorm = 0.7234, lr_0 = 7.9752e-04
Loss = 7.6243e-01, PNorm = 434.0415, GNorm = 0.5917, lr_0 = 7.9740e-04
Loss = 5.8665e-01, PNorm = 434.1746, GNorm = 1.1764, lr_0 = 7.9729e-04
Loss = 5.9947e-01, PNorm = 434.2769, GNorm = 0.4834, lr_0 = 7.9717e-04
Loss = 7.2897e-01, PNorm = 434.3630, GNorm = 0.6454, lr_0 = 7.9706e-04
Loss = 6.5054e-01, PNorm = 434.4475, GNorm = 0.6161, lr_0 = 7.9694e-04
Loss = 6.9601e-01, PNorm = 434.5285, GNorm = 0.9675, lr_0 = 7.9683e-04
Loss = 5.9182e-01, PNorm = 434.6348, GNorm = 0.4239, lr_0 = 7.9671e-04
Loss = 6.4196e-01, PNorm = 434.7804, GNorm = 0.5490, lr_0 = 7.9660e-04
Loss = 7.3734e-01, PNorm = 434.8868, GNorm = 0.6828, lr_0 = 7.9648e-04
Loss = 6.9014e-01, PNorm = 434.9688, GNorm = 0.5765, lr_0 = 7.9637e-04
Loss = 6.1543e-01, PNorm = 435.0447, GNorm = 0.7098, lr_0 = 7.9625e-04
Loss = 6.8381e-01, PNorm = 435.1101, GNorm = 0.5940, lr_0 = 7.9614e-04
Loss = 6.3788e-01, PNorm = 435.1772, GNorm = 0.6319, lr_0 = 7.9602e-04
Loss = 6.6762e-01, PNorm = 435.2484, GNorm = 0.5841, lr_0 = 7.9591e-04
Loss = 7.4442e-01, PNorm = 435.3225, GNorm = 0.5797, lr_0 = 7.9579e-04
Loss = 6.7749e-01, PNorm = 435.4038, GNorm = 0.4301, lr_0 = 7.9568e-04
Loss = 6.3762e-01, PNorm = 435.5003, GNorm = 0.4339, lr_0 = 7.9556e-04
Loss = 6.6975e-01, PNorm = 435.5905, GNorm = 0.4412, lr_0 = 7.9545e-04
Loss = 6.5922e-01, PNorm = 435.6687, GNorm = 0.7806, lr_0 = 7.9533e-04
Loss = 6.7753e-01, PNorm = 435.7391, GNorm = 0.7340, lr_0 = 7.9522e-04
Loss = 5.3842e-01, PNorm = 435.8164, GNorm = 0.6582, lr_0 = 7.9510e-04
Loss = 6.1104e-01, PNorm = 435.8832, GNorm = 0.3780, lr_0 = 7.9499e-04
Loss = 7.2711e-01, PNorm = 435.9440, GNorm = 0.7845, lr_0 = 7.9487e-04
Loss = 6.5471e-01, PNorm = 436.0184, GNorm = 0.7339, lr_0 = 7.9476e-04
Loss = 5.7685e-01, PNorm = 436.0897, GNorm = 0.6955, lr_0 = 7.9464e-04
Loss = 7.1126e-01, PNorm = 436.1445, GNorm = 0.5633, lr_0 = 7.9453e-04
Loss = 6.6428e-01, PNorm = 436.2169, GNorm = 0.8861, lr_0 = 7.9441e-04
Loss = 6.2142e-01, PNorm = 436.2786, GNorm = 0.3219, lr_0 = 7.9430e-04
Loss = 6.7303e-01, PNorm = 436.3359, GNorm = 0.3795, lr_0 = 7.9418e-04
Loss = 6.6420e-01, PNorm = 436.3934, GNorm = 0.5235, lr_0 = 7.9407e-04
Loss = 7.3585e-01, PNorm = 436.4488, GNorm = 0.4813, lr_0 = 7.9395e-04
Loss = 7.1946e-01, PNorm = 436.5197, GNorm = 0.7830, lr_0 = 7.9384e-04
Loss = 7.1221e-01, PNorm = 436.5991, GNorm = 0.5274, lr_0 = 7.9372e-04
Loss = 7.1269e-01, PNorm = 436.6781, GNorm = 0.4632, lr_0 = 7.9361e-04
Loss = 6.7355e-01, PNorm = 436.7517, GNorm = 0.5693, lr_0 = 7.9349e-04
Loss = 5.8524e-01, PNorm = 436.8290, GNorm = 0.4064, lr_0 = 7.9338e-04
Loss = 6.4530e-01, PNorm = 436.8944, GNorm = 0.6184, lr_0 = 7.9327e-04
Loss = 7.1218e-01, PNorm = 436.9551, GNorm = 1.3067, lr_0 = 7.9315e-04
Loss = 7.0828e-01, PNorm = 437.0252, GNorm = 0.6383, lr_0 = 7.9304e-04
Loss = 7.6278e-01, PNorm = 437.1035, GNorm = 0.6239, lr_0 = 7.9292e-04
Loss = 7.3768e-01, PNorm = 437.1852, GNorm = 0.6889, lr_0 = 7.9281e-04
Loss = 7.3606e-01, PNorm = 437.2763, GNorm = 0.4496, lr_0 = 7.9269e-04
Loss = 6.6810e-01, PNorm = 437.3935, GNorm = 0.4698, lr_0 = 7.9258e-04
Loss = 5.7241e-01, PNorm = 437.4817, GNorm = 0.3655, lr_0 = 7.9246e-04
Loss = 7.4252e-01, PNorm = 437.5555, GNorm = 0.7334, lr_0 = 7.9235e-04
Loss = 5.7362e-01, PNorm = 437.6158, GNorm = 0.4762, lr_0 = 7.9223e-04
Loss = 6.1149e-01, PNorm = 437.6936, GNorm = 0.6969, lr_0 = 7.9212e-04
Loss = 5.9836e-01, PNorm = 437.7775, GNorm = 0.5150, lr_0 = 7.9201e-04
Loss = 7.1525e-01, PNorm = 437.8532, GNorm = 0.8425, lr_0 = 7.9189e-04
Loss = 6.9628e-01, PNorm = 437.9364, GNorm = 0.5332, lr_0 = 7.9178e-04
Loss = 7.4765e-01, PNorm = 438.0607, GNorm = 0.5075, lr_0 = 7.9166e-04
Loss = 6.7961e-01, PNorm = 438.1879, GNorm = 0.6010, lr_0 = 7.9155e-04
Loss = 6.6395e-01, PNorm = 438.2993, GNorm = 0.5437, lr_0 = 7.9143e-04
Loss = 7.0712e-01, PNorm = 438.4038, GNorm = 0.5405, lr_0 = 7.9132e-04
Loss = 6.8809e-01, PNorm = 438.4953, GNorm = 0.5088, lr_0 = 7.9121e-04
Loss = 6.9737e-01, PNorm = 438.6016, GNorm = 0.6546, lr_0 = 7.9109e-04
Loss = 6.7635e-01, PNorm = 438.6824, GNorm = 0.4829, lr_0 = 7.9098e-04
Loss = 7.5256e-01, PNorm = 438.7591, GNorm = 0.6096, lr_0 = 7.9086e-04
Loss = 7.2994e-01, PNorm = 438.8358, GNorm = 0.4962, lr_0 = 7.9075e-04
Loss = 6.8836e-01, PNorm = 438.9157, GNorm = 0.5714, lr_0 = 7.9063e-04
Loss = 7.2283e-01, PNorm = 438.9887, GNorm = 1.0611, lr_0 = 7.9052e-04
Loss = 6.6256e-01, PNorm = 439.0850, GNorm = 0.4234, lr_0 = 7.9041e-04
Loss = 5.6130e-01, PNorm = 439.1712, GNorm = 0.4232, lr_0 = 7.9029e-04
Loss = 7.0335e-01, PNorm = 439.2379, GNorm = 0.4499, lr_0 = 7.9018e-04
Loss = 7.0425e-01, PNorm = 439.3065, GNorm = 0.6734, lr_0 = 7.9006e-04
Loss = 6.0491e-01, PNorm = 439.3790, GNorm = 0.4285, lr_0 = 7.8995e-04
Loss = 7.9377e-01, PNorm = 439.4468, GNorm = 0.6944, lr_0 = 7.8983e-04
Loss = 6.3824e-01, PNorm = 439.5388, GNorm = 0.6011, lr_0 = 7.8972e-04
Loss = 7.0303e-01, PNorm = 439.6357, GNorm = 0.5145, lr_0 = 7.8961e-04
Loss = 5.3067e-01, PNorm = 439.7169, GNorm = 0.4428, lr_0 = 7.8949e-04
Loss = 5.8635e-01, PNorm = 439.7767, GNorm = 0.7118, lr_0 = 7.8938e-04
Loss = 6.3643e-01, PNorm = 439.8226, GNorm = 0.4602, lr_0 = 7.8926e-04
Loss = 5.4349e-01, PNorm = 439.8649, GNorm = 0.3783, lr_0 = 7.8915e-04
Loss = 6.5586e-01, PNorm = 439.8998, GNorm = 0.4320, lr_0 = 7.8904e-04
Loss = 5.8478e-01, PNorm = 439.9405, GNorm = 0.5540, lr_0 = 7.8892e-04
Loss = 6.8626e-01, PNorm = 440.0085, GNorm = 0.6124, lr_0 = 7.8881e-04
Loss = 6.3668e-01, PNorm = 440.1079, GNorm = 0.4875, lr_0 = 7.8869e-04
Loss = 6.2829e-01, PNorm = 440.2264, GNorm = 0.6237, lr_0 = 7.8858e-04
Loss = 6.2289e-01, PNorm = 440.3330, GNorm = 0.4628, lr_0 = 7.8847e-04
Loss = 6.3923e-01, PNorm = 440.4133, GNorm = 0.5701, lr_0 = 7.8835e-04
Loss = 6.2956e-01, PNorm = 440.4780, GNorm = 0.4330, lr_0 = 7.8824e-04
Loss = 6.7936e-01, PNorm = 440.5468, GNorm = 0.5944, lr_0 = 7.8813e-04
Loss = 7.0291e-01, PNorm = 440.6212, GNorm = 0.4279, lr_0 = 7.8801e-04
Loss = 5.6418e-01, PNorm = 440.6961, GNorm = 0.9712, lr_0 = 7.8790e-04
Loss = 7.3283e-01, PNorm = 440.7540, GNorm = 0.5536, lr_0 = 7.8778e-04
Loss = 6.9858e-01, PNorm = 440.8090, GNorm = 0.5057, lr_0 = 7.8767e-04
Loss = 6.8859e-01, PNorm = 440.8796, GNorm = 0.6182, lr_0 = 7.8756e-04
Loss = 5.5662e-01, PNorm = 440.9590, GNorm = 0.4061, lr_0 = 7.8744e-04
Loss = 5.6244e-01, PNorm = 441.0190, GNorm = 0.7815, lr_0 = 7.8733e-04
Loss = 7.8431e-01, PNorm = 441.0666, GNorm = 0.6035, lr_0 = 7.8721e-04
Loss = 6.8520e-01, PNorm = 441.1262, GNorm = 0.5166, lr_0 = 7.8710e-04
Loss = 6.5649e-01, PNorm = 441.1982, GNorm = 0.7033, lr_0 = 7.8699e-04
Loss = 6.3403e-01, PNorm = 441.2544, GNorm = 0.4687, lr_0 = 7.8687e-04
Loss = 6.3497e-01, PNorm = 441.2976, GNorm = 0.5245, lr_0 = 7.8676e-04
Loss = 7.0553e-01, PNorm = 441.3457, GNorm = 0.7097, lr_0 = 7.8665e-04
Loss = 7.3492e-01, PNorm = 441.4062, GNorm = 0.4436, lr_0 = 7.8653e-04
Loss = 7.0870e-01, PNorm = 441.4817, GNorm = 0.7203, lr_0 = 7.8642e-04
Loss = 5.4453e-01, PNorm = 441.5666, GNorm = 0.5351, lr_0 = 7.8631e-04
Loss = 7.0040e-01, PNorm = 441.6305, GNorm = 0.7703, lr_0 = 7.8619e-04
Loss = 6.4463e-01, PNorm = 441.6839, GNorm = 0.5874, lr_0 = 7.8608e-04
Loss = 6.9338e-01, PNorm = 441.7332, GNorm = 1.1787, lr_0 = 7.8596e-04
Loss = 5.9209e-01, PNorm = 441.7927, GNorm = 0.5268, lr_0 = 7.8585e-04
Loss = 6.3777e-01, PNorm = 441.8529, GNorm = 0.4717, lr_0 = 7.8574e-04
Loss = 7.6759e-01, PNorm = 441.9464, GNorm = 0.8071, lr_0 = 7.8562e-04
Loss = 6.6825e-01, PNorm = 442.0522, GNorm = 0.6029, lr_0 = 7.8551e-04
Loss = 6.3146e-01, PNorm = 442.1409, GNorm = 0.8009, lr_0 = 7.8540e-04
Loss = 5.2986e-01, PNorm = 442.2178, GNorm = 0.4547, lr_0 = 7.8528e-04
Loss = 7.7070e-01, PNorm = 442.2832, GNorm = 0.6922, lr_0 = 7.8517e-04
Loss = 7.8566e-01, PNorm = 442.3467, GNorm = 0.7498, lr_0 = 7.8506e-04
Loss = 6.4671e-01, PNorm = 442.4321, GNorm = 0.3801, lr_0 = 7.8494e-04
Loss = 6.4174e-01, PNorm = 442.5103, GNorm = 0.5409, lr_0 = 7.8483e-04
Loss = 6.4954e-01, PNorm = 442.5734, GNorm = 0.6790, lr_0 = 7.8472e-04
Loss = 7.2672e-01, PNorm = 442.6312, GNorm = 0.4643, lr_0 = 7.8460e-04
Loss = 6.2760e-01, PNorm = 442.7010, GNorm = 0.8054, lr_0 = 7.8449e-04
Loss = 6.2199e-01, PNorm = 442.7751, GNorm = 0.8036, lr_0 = 7.8438e-04
Loss = 6.5573e-01, PNorm = 442.8508, GNorm = 0.6057, lr_0 = 7.8426e-04
Loss = 6.3850e-01, PNorm = 442.9181, GNorm = 0.5379, lr_0 = 7.8415e-04
Loss = 7.0854e-01, PNorm = 442.9909, GNorm = 0.9968, lr_0 = 7.8404e-04
Loss = 7.4732e-01, PNorm = 443.0768, GNorm = 0.5011, lr_0 = 7.8392e-04
Loss = 6.2092e-01, PNorm = 443.1841, GNorm = 0.4880, lr_0 = 7.8381e-04
Loss = 7.3272e-01, PNorm = 443.2805, GNorm = 0.5855, lr_0 = 7.8370e-04
Loss = 6.4077e-01, PNorm = 443.3616, GNorm = 0.6271, lr_0 = 7.8358e-04
Loss = 6.5292e-01, PNorm = 443.4376, GNorm = 0.6539, lr_0 = 7.8347e-04
Loss = 6.8327e-01, PNorm = 443.5233, GNorm = 0.6297, lr_0 = 7.8336e-04
Loss = 5.9609e-01, PNorm = 443.6236, GNorm = 0.4068, lr_0 = 7.8324e-04
Loss = 6.9204e-01, PNorm = 443.7134, GNorm = 0.3917, lr_0 = 7.8313e-04
Loss = 5.4340e-01, PNorm = 443.7872, GNorm = 0.4446, lr_0 = 7.8302e-04
Loss = 6.6934e-01, PNorm = 443.8530, GNorm = 0.5003, lr_0 = 7.8291e-04
Loss = 7.1371e-01, PNorm = 443.9154, GNorm = 0.6673, lr_0 = 7.8279e-04
Loss = 6.3489e-01, PNorm = 444.0058, GNorm = 0.5772, lr_0 = 7.8268e-04
Loss = 6.3334e-01, PNorm = 444.0884, GNorm = 0.5832, lr_0 = 7.8257e-04
Loss = 6.8248e-01, PNorm = 444.1527, GNorm = 0.6708, lr_0 = 7.8245e-04
Loss = 6.3767e-01, PNorm = 444.2151, GNorm = 0.9014, lr_0 = 7.8234e-04
Loss = 6.4948e-01, PNorm = 444.2767, GNorm = 0.4487, lr_0 = 7.8223e-04
Loss = 6.6816e-01, PNorm = 444.3396, GNorm = 0.5572, lr_0 = 7.8211e-04
Loss = 5.7533e-01, PNorm = 444.4096, GNorm = 0.6693, lr_0 = 7.8200e-04
Loss = 7.7138e-01, PNorm = 444.4786, GNorm = 0.7318, lr_0 = 7.8189e-04
