Command line
Loss = 7.8807e-01, PNorm = 143.1732, GNorm = 0.7845, lr_0 = 6.5541e-04
Loss = 7.7916e-01, PNorm = 143.2362, GNorm = 0.7464, lr_0 = 6.5581e-04
Loss = 6.7723e-01, PNorm = 143.3007, GNorm = 0.5863, lr_0 = 6.5622e-04
Loss = 7.7657e-01, PNorm = 143.3547, GNorm = 0.6380, lr_0 = 6.5663e-04
Loss = 7.1467e-01, PNorm = 143.4455, GNorm = 0.7916, lr_0 = 6.5703e-04
Loss = 7.4560e-01, PNorm = 143.5152, GNorm = 0.6124, lr_0 = 6.5744e-04
Loss = 8.3207e-01, PNorm = 143.5777, GNorm = 0.5724, lr_0 = 6.5785e-04
Loss = 8.0800e-01, PNorm = 143.6621, GNorm = 1.1173, lr_0 = 6.5826e-04
Loss = 8.0542e-01, PNorm = 143.7557, GNorm = 0.9661, lr_0 = 6.5866e-04
Loss = 7.6440e-01, PNorm = 143.8711, GNorm = 0.6764, lr_0 = 6.5907e-04
Loss = 8.4731e-01, PNorm = 143.9690, GNorm = 0.7046, lr_0 = 6.5948e-04
Loss = 8.0761e-01, PNorm = 144.0579, GNorm = 0.5409, lr_0 = 6.5988e-04
Loss = 7.2551e-01, PNorm = 144.1104, GNorm = 0.4472, lr_0 = 6.6029e-04
Loss = 7.0753e-01, PNorm = 144.1523, GNorm = 0.5564, lr_0 = 6.6070e-04
Loss = 7.6196e-01, PNorm = 144.2043, GNorm = 0.5479, lr_0 = 6.6111e-04
Loss = 7.0300e-01, PNorm = 144.2548, GNorm = 0.5377, lr_0 = 6.6151e-04
Loss = 6.8967e-01, PNorm = 144.2930, GNorm = 0.4181, lr_0 = 6.6192e-04
Loss = 7.4353e-01, PNorm = 144.3367, GNorm = 0.5176, lr_0 = 6.6233e-04
Loss = 7.0085e-01, PNorm = 144.3851, GNorm = 0.4694, lr_0 = 6.6273e-04
Loss = 8.5422e-01, PNorm = 144.4395, GNorm = 0.6757, lr_0 = 6.6314e-04
Loss = 9.0642e-01, PNorm = 144.5526, GNorm = 0.5688, lr_0 = 6.6355e-04
Loss = 6.8705e-01, PNorm = 144.6620, GNorm = 0.6522, lr_0 = 6.6396e-04
Loss = 7.0130e-01, PNorm = 144.7554, GNorm = 0.5647, lr_0 = 6.6436e-04
Loss = 6.2545e-01, PNorm = 144.8505, GNorm = 0.4952, lr_0 = 6.6477e-04
Loss = 6.9051e-01, PNorm = 144.9193, GNorm = 0.5730, lr_0 = 6.6518e-04
Loss = 8.1531e-01, PNorm = 144.9851, GNorm = 0.5083, lr_0 = 6.6558e-04
Loss = 6.1129e-01, PNorm = 145.0623, GNorm = 1.4720, lr_0 = 6.6599e-04
Loss = 7.2343e-01, PNorm = 145.1089, GNorm = 0.5280, lr_0 = 6.6640e-04
Loss = 7.5622e-01, PNorm = 145.1870, GNorm = 0.5351, lr_0 = 6.6681e-04
Loss = 7.9593e-01, PNorm = 145.3157, GNorm = 0.8940, lr_0 = 6.6721e-04
Loss = 8.3699e-01, PNorm = 145.4283, GNorm = 0.9813, lr_0 = 6.6762e-04
Loss = 7.8338e-01, PNorm = 145.5460, GNorm = 0.5673, lr_0 = 6.6803e-04
Loss = 7.5620e-01, PNorm = 145.6509, GNorm = 0.6558, lr_0 = 6.6843e-04
Loss = 7.9987e-01, PNorm = 145.7461, GNorm = 0.6433, lr_0 = 6.6884e-04
Loss = 7.9473e-01, PNorm = 145.8539, GNorm = 0.8359, lr_0 = 6.6925e-04
Loss = 6.5413e-01, PNorm = 145.9770, GNorm = 0.4123, lr_0 = 6.6966e-04
Loss = 8.3568e-01, PNorm = 146.0941, GNorm = 0.7748, lr_0 = 6.7006e-04
Loss = 8.0229e-01, PNorm = 146.2522, GNorm = 0.6619, lr_0 = 6.7047e-04
Loss = 7.7740e-01, PNorm = 146.3847, GNorm = 0.5647, lr_0 = 6.7088e-04
Loss = 7.9242e-01, PNorm = 146.5166, GNorm = 0.6258, lr_0 = 6.7128e-04
Loss = 7.3871e-01, PNorm = 146.6817, GNorm = 0.6308, lr_0 = 6.7169e-04
Loss = 8.8359e-01, PNorm = 146.8004, GNorm = 0.4377, lr_0 = 6.7210e-04
Loss = 8.5663e-01, PNorm = 147.0295, GNorm = 0.7159, lr_0 = 6.7251e-04
Loss = 7.3497e-01, PNorm = 147.2153, GNorm = 0.4795, lr_0 = 6.7291e-04
Loss = 8.6510e-01, PNorm = 147.3047, GNorm = 0.5961, lr_0 = 6.7332e-04
Loss = 9.4806e-01, PNorm = 147.4552, GNorm = 0.7201, lr_0 = 6.7373e-04
Loss = 7.4236e-01, PNorm = 147.6605, GNorm = 0.4154, lr_0 = 6.7413e-04
Loss = 5.6166e-01, PNorm = 147.7922, GNorm = 0.3651, lr_0 = 6.7454e-04
Loss = 7.9847e-01, PNorm = 147.8828, GNorm = 0.5443, lr_0 = 6.7495e-04
Loss = 6.6897e-01, PNorm = 147.9881, GNorm = 0.6261, lr_0 = 6.7536e-04
Loss = 7.7052e-01, PNorm = 148.0663, GNorm = 0.8088, lr_0 = 6.7576e-04
Loss = 7.8497e-01, PNorm = 148.1420, GNorm = 0.5586, lr_0 = 6.7617e-04
Loss = 6.7571e-01, PNorm = 148.2209, GNorm = 0.5680, lr_0 = 6.7658e-04
Loss = 8.1761e-01, PNorm = 148.2860, GNorm = 0.6339, lr_0 = 6.7698e-04
Loss = 7.5640e-01, PNorm = 148.3863, GNorm = 0.4879, lr_0 = 6.7739e-04
Loss = 8.4993e-01, PNorm = 148.4685, GNorm = 0.8021, lr_0 = 6.7780e-04
Loss = 7.6488e-01, PNorm = 148.5562, GNorm = 0.8118, lr_0 = 6.7821e-04
Loss = 7.8511e-01, PNorm = 148.6505, GNorm = 1.4681, lr_0 = 6.7861e-04
Loss = 8.4749e-01, PNorm = 148.7617, GNorm = 0.6091, lr_0 = 6.7902e-04
Loss = 7.7338e-01, PNorm = 148.9047, GNorm = 0.6567, lr_0 = 6.7943e-04
Loss = 6.6899e-01, PNorm = 149.0204, GNorm = 0.4483, lr_0 = 6.7983e-04
Loss = 6.7592e-01, PNorm = 149.1228, GNorm = 0.8320, lr_0 = 6.8024e-04
Loss = 8.1819e-01, PNorm = 149.2108, GNorm = 0.6087, lr_0 = 6.8065e-04
Loss = 8.9417e-01, PNorm = 149.3400, GNorm = 0.5725, lr_0 = 6.8105e-04
Loss = 8.3671e-01, PNorm = 149.4734, GNorm = 0.7941, lr_0 = 6.8146e-04
Loss = 8.8284e-01, PNorm = 149.5782, GNorm = 0.5015, lr_0 = 6.8187e-04
Loss = 8.2791e-01, PNorm = 149.7499, GNorm = 0.9808, lr_0 = 6.8228e-04
Loss = 8.9094e-01, PNorm = 149.8809, GNorm = 0.5901, lr_0 = 6.8268e-04
Loss = 7.8486e-01, PNorm = 149.9889, GNorm = 0.5342, lr_0 = 6.8309e-04
Loss = 7.6724e-01, PNorm = 150.0867, GNorm = 0.4989, lr_0 = 6.8350e-04
Loss = 8.3294e-01, PNorm = 150.1918, GNorm = 0.9615, lr_0 = 6.8390e-04
Loss = 8.1350e-01, PNorm = 150.2959, GNorm = 0.7500, lr_0 = 6.8431e-04
Loss = 7.8601e-01, PNorm = 150.3953, GNorm = 0.9557, lr_0 = 6.8472e-04
Loss = 8.9022e-01, PNorm = 150.4679, GNorm = 0.7735, lr_0 = 6.8513e-04
Loss = 7.5442e-01, PNorm = 150.5705, GNorm = 0.4589, lr_0 = 6.8553e-04
Loss = 9.2988e-01, PNorm = 150.6440, GNorm = 0.8319, lr_0 = 6.8594e-04
Loss = 7.0765e-01, PNorm = 150.7335, GNorm = 0.4077, lr_0 = 6.8635e-04
Loss = 7.2481e-01, PNorm = 150.8153, GNorm = 0.9123, lr_0 = 6.8675e-04
Loss = 6.3132e-01, PNorm = 150.8968, GNorm = 0.6376, lr_0 = 6.8716e-04
Loss = 8.9407e-01, PNorm = 150.9798, GNorm = 0.6989, lr_0 = 6.8757e-04
Loss = 7.7717e-01, PNorm = 151.0782, GNorm = 0.4396, lr_0 = 6.8798e-04
Loss = 5.9736e-01, PNorm = 151.1392, GNorm = 0.4344, lr_0 = 6.8838e-04
Loss = 7.5975e-01, PNorm = 151.1744, GNorm = 0.5388, lr_0 = 6.8879e-04
Loss = 7.3940e-01, PNorm = 151.2191, GNorm = 0.5622, lr_0 = 6.8920e-04
Loss = 8.6495e-01, PNorm = 151.2773, GNorm = 0.9372, lr_0 = 6.8960e-04
Loss = 7.5302e-01, PNorm = 151.3639, GNorm = 0.4649, lr_0 = 6.9001e-04
Loss = 8.0990e-01, PNorm = 151.4360, GNorm = 0.7076, lr_0 = 6.9042e-04
Loss = 7.1633e-01, PNorm = 151.5142, GNorm = 0.6366, lr_0 = 6.9083e-04
Loss = 7.6437e-01, PNorm = 151.5744, GNorm = 0.6410, lr_0 = 6.9123e-04
Loss = 8.0256e-01, PNorm = 151.6334, GNorm = 0.6047, lr_0 = 6.9164e-04
Loss = 7.9666e-01, PNorm = 151.7135, GNorm = 0.9108, lr_0 = 6.9205e-04
Loss = 7.8206e-01, PNorm = 151.8554, GNorm = 0.6698, lr_0 = 6.9245e-04
Loss = 6.9934e-01, PNorm = 152.0012, GNorm = 0.5893, lr_0 = 6.9286e-04
Loss = 7.4840e-01, PNorm = 152.0839, GNorm = 0.5547, lr_0 = 6.9327e-04
Loss = 7.3416e-01, PNorm = 152.1697, GNorm = 0.5692, lr_0 = 6.9368e-04
Loss = 7.4635e-01, PNorm = 152.2459, GNorm = 0.5230, lr_0 = 6.9408e-04
Loss = 7.1514e-01, PNorm = 152.3160, GNorm = 0.7970, lr_0 = 6.9449e-04
Loss = 7.7375e-01, PNorm = 152.3984, GNorm = 0.5214, lr_0 = 6.9490e-04
Loss = 6.9480e-01, PNorm = 152.4974, GNorm = 0.6274, lr_0 = 6.9530e-04
Loss = 8.6179e-01, PNorm = 152.5972, GNorm = 0.5866, lr_0 = 6.9571e-04
Loss = 7.8084e-01, PNorm = 152.7210, GNorm = 0.7788, lr_0 = 6.9612e-04
Loss = 6.8050e-01, PNorm = 152.8287, GNorm = 0.5283, lr_0 = 6.9653e-04
Loss = 7.9487e-01, PNorm = 152.9151, GNorm = 0.8637, lr_0 = 6.9693e-04
Loss = 6.1921e-01, PNorm = 152.9993, GNorm = 0.5167, lr_0 = 6.9734e-04
Loss = 8.3663e-01, PNorm = 153.0793, GNorm = 0.4297, lr_0 = 6.9775e-04
Loss = 8.1630e-01, PNorm = 153.1872, GNorm = 0.4679, lr_0 = 6.9815e-04
Loss = 7.1950e-01, PNorm = 153.3405, GNorm = 0.5399, lr_0 = 6.9856e-04
Loss = 7.2060e-01, PNorm = 153.4286, GNorm = 0.9830, lr_0 = 6.9897e-04
Loss = 7.4962e-01, PNorm = 153.5024, GNorm = 0.8991, lr_0 = 6.9938e-04
Loss = 8.8038e-01, PNorm = 153.5867, GNorm = 0.6259, lr_0 = 6.9978e-04
Loss = 8.6613e-01, PNorm = 153.6791, GNorm = 0.5900, lr_0 = 7.0019e-04
Loss = 7.4956e-01, PNorm = 153.7731, GNorm = 0.8348, lr_0 = 7.0060e-04
Loss = 6.8531e-01, PNorm = 153.8399, GNorm = 0.6634, lr_0 = 7.0100e-04
Loss = 8.9263e-01, PNorm = 153.9192, GNorm = 1.1625, lr_0 = 7.0141e-04
Loss = 8.0783e-01, PNorm = 154.0234, GNorm = 0.5450, lr_0 = 7.0182e-04
Loss = 6.8883e-01, PNorm = 154.1312, GNorm = 0.4080, lr_0 = 7.0223e-04
Loss = 7.3326e-01, PNorm = 154.2244, GNorm = 0.5170, lr_0 = 7.0263e-04
Loss = 7.6430e-01, PNorm = 154.3053, GNorm = 0.7755, lr_0 = 7.0304e-04
Loss = 7.6883e-01, PNorm = 154.3883, GNorm = 0.7471, lr_0 = 7.0345e-04
Loss = 8.6834e-01, PNorm = 154.4814, GNorm = 0.8576, lr_0 = 7.0385e-04
Loss = 7.0923e-01, PNorm = 154.6139, GNorm = 0.4748, lr_0 = 7.0426e-04
Loss = 8.1965e-01, PNorm = 154.7060, GNorm = 0.5493, lr_0 = 7.0467e-04
Loss = 8.3719e-01, PNorm = 154.7969, GNorm = 0.7095, lr_0 = 7.0508e-04
Loss = 9.4073e-01, PNorm = 154.9644, GNorm = 1.0277, lr_0 = 7.0548e-04
Loss = 8.3082e-01, PNorm = 155.1604, GNorm = 0.9221, lr_0 = 7.0589e-04
Loss = 6.5182e-01, PNorm = 155.2743, GNorm = 0.4842, lr_0 = 7.0630e-04
Loss = 6.9059e-01, PNorm = 155.3667, GNorm = 0.5117, lr_0 = 7.0670e-04
Loss = 6.8614e-01, PNorm = 155.4429, GNorm = 0.5725, lr_0 = 7.0711e-04
Loss = 8.5644e-01, PNorm = 155.5106, GNorm = 0.9670, lr_0 = 7.0752e-04
Loss = 7.9486e-01, PNorm = 155.6160, GNorm = 0.9619, lr_0 = 7.0793e-04
Loss = 8.3218e-01, PNorm = 155.6856, GNorm = 1.0464, lr_0 = 7.0833e-04
Loss = 7.0870e-01, PNorm = 155.7585, GNorm = 0.6693, lr_0 = 7.0874e-04
Loss = 6.9273e-01, PNorm = 155.8083, GNorm = 0.6871, lr_0 = 7.0915e-04
Loss = 7.1187e-01, PNorm = 155.8725, GNorm = 0.7924, lr_0 = 7.0955e-04
Loss = 7.5056e-01, PNorm = 155.9395, GNorm = 0.4802, lr_0 = 7.0996e-04
Loss = 7.9002e-01, PNorm = 155.9927, GNorm = 1.2449, lr_0 = 7.1037e-04
Loss = 7.6664e-01, PNorm = 156.0632, GNorm = 0.5175, lr_0 = 7.1078e-04
Loss = 6.0823e-01, PNorm = 156.1367, GNorm = 0.4653, lr_0 = 7.1118e-04
Loss = 8.8051e-01, PNorm = 156.2188, GNorm = 0.6562, lr_0 = 7.1159e-04
Loss = 7.0819e-01, PNorm = 156.3059, GNorm = 0.5290, lr_0 = 7.1200e-04
Loss = 8.4338e-01, PNorm = 156.3578, GNorm = 0.6506, lr_0 = 7.1240e-04
Loss = 7.1208e-01, PNorm = 156.4371, GNorm = 0.5329, lr_0 = 7.1281e-04
Loss = 6.8964e-01, PNorm = 156.5079, GNorm = 1.0034, lr_0 = 7.1322e-04
Loss = 8.3488e-01, PNorm = 156.5652, GNorm = 0.6492, lr_0 = 7.1363e-04
Loss = 8.1276e-01, PNorm = 156.6514, GNorm = 0.5981, lr_0 = 7.1403e-04
Loss = 8.4478e-01, PNorm = 156.7244, GNorm = 0.6384, lr_0 = 7.1444e-04
Loss = 8.2003e-01, PNorm = 156.7981, GNorm = 0.6977, lr_0 = 7.1485e-04
Loss = 8.2481e-01, PNorm = 156.8959, GNorm = 0.5575, lr_0 = 7.1525e-04
Loss = 6.0070e-01, PNorm = 156.9910, GNorm = 0.7691, lr_0 = 7.1566e-04
Loss = 9.2515e-01, PNorm = 157.0728, GNorm = 0.5028, lr_0 = 7.1607e-04
Loss = 7.6675e-01, PNorm = 157.2269, GNorm = 0.5806, lr_0 = 7.1648e-04
Loss = 7.7121e-01, PNorm = 157.3291, GNorm = 0.7385, lr_0 = 7.1688e-04
Loss = 8.3883e-01, PNorm = 157.4022, GNorm = 0.6867, lr_0 = 7.1729e-04
Loss = 7.9540e-01, PNorm = 157.5221, GNorm = 0.7990, lr_0 = 7.1770e-04
Loss = 8.0723e-01, PNorm = 157.6184, GNorm = 0.4447, lr_0 = 7.1810e-04
Loss = 8.3648e-01, PNorm = 157.7015, GNorm = 0.6740, lr_0 = 7.1851e-04
Loss = 8.2948e-01, PNorm = 157.7782, GNorm = 0.5935, lr_0 = 7.1892e-04
Loss = 7.6682e-01, PNorm = 157.8738, GNorm = 0.5615, lr_0 = 7.1933e-04
Loss = 7.8182e-01, PNorm = 157.9943, GNorm = 0.4012, lr_0 = 7.1973e-04
Loss = 8.0078e-01, PNorm = 158.0881, GNorm = 0.7037, lr_0 = 7.2014e-04
Loss = 6.9868e-01, PNorm = 158.1908, GNorm = 0.5284, lr_0 = 7.2055e-04
Loss = 8.6786e-01, PNorm = 158.2874, GNorm = 0.8516, lr_0 = 7.2095e-04
Loss = 7.4693e-01, PNorm = 158.3935, GNorm = 0.9604, lr_0 = 7.2136e-04
Loss = 7.6573e-01, PNorm = 158.4888, GNorm = 0.4409, lr_0 = 7.2177e-04
Loss = 8.6752e-01, PNorm = 158.6752, GNorm = 0.5224, lr_0 = 7.2217e-04
Loss = 8.2814e-01, PNorm = 158.8705, GNorm = 0.8820, lr_0 = 7.2258e-04
Loss = 8.9503e-01, PNorm = 159.0086, GNorm = 0.7530, lr_0 = 7.2299e-04
Loss = 5.4807e-01, PNorm = 159.1189, GNorm = 0.8083, lr_0 = 7.2340e-04
Loss = 9.1433e-01, PNorm = 159.1893, GNorm = 0.8180, lr_0 = 7.2380e-04
Loss = 7.3590e-01, PNorm = 159.3541, GNorm = 0.5546, lr_0 = 7.2421e-04
Loss = 7.9072e-01, PNorm = 159.5088, GNorm = 0.4024, lr_0 = 7.2462e-04
Loss = 6.7359e-01, PNorm = 159.6557, GNorm = 0.5557, lr_0 = 7.2502e-04
Loss = 7.8795e-01, PNorm = 159.7884, GNorm = 0.4486, lr_0 = 7.2543e-04
Loss = 8.7888e-01, PNorm = 159.9134, GNorm = 0.5389, lr_0 = 7.2584e-04
Loss = 7.9949e-01, PNorm = 160.0421, GNorm = 0.5361, lr_0 = 7.2625e-04
Loss = 7.0902e-01, PNorm = 160.1441, GNorm = 0.5374, lr_0 = 7.2665e-04
Loss = 8.4115e-01, PNorm = 160.2277, GNorm = 0.6672, lr_0 = 7.2706e-04
Loss = 8.0967e-01, PNorm = 160.3872, GNorm = 0.5564, lr_0 = 7.2747e-04
Loss = 7.5113e-01, PNorm = 160.5689, GNorm = 0.4585, lr_0 = 7.2787e-04
Loss = 6.7416e-01, PNorm = 160.7225, GNorm = 0.5070, lr_0 = 7.2828e-04
Loss = 7.6711e-01, PNorm = 160.8342, GNorm = 0.6106, lr_0 = 7.2869e-04
Loss = 6.9276e-01, PNorm = 160.9429, GNorm = 0.5187, lr_0 = 7.2910e-04
Loss = 8.4108e-01, PNorm = 161.0227, GNorm = 0.7578, lr_0 = 7.2950e-04
Loss = 7.4950e-01, PNorm = 161.1033, GNorm = 1.0241, lr_0 = 7.2991e-04
Loss = 8.0400e-01, PNorm = 161.1587, GNorm = 0.6609, lr_0 = 7.3032e-04
Loss = 8.2102e-01, PNorm = 161.2236, GNorm = 0.5631, lr_0 = 7.3072e-04
Loss = 7.5883e-01, PNorm = 161.3103, GNorm = 0.5430, lr_0 = 7.3113e-04
Loss = 8.3201e-01, PNorm = 161.3871, GNorm = 0.5942, lr_0 = 7.3154e-04
Loss = 8.1504e-01, PNorm = 161.4936, GNorm = 0.5240, lr_0 = 7.3195e-04
Loss = 7.5388e-01, PNorm = 161.5752, GNorm = 0.4508, lr_0 = 7.3235e-04
Loss = 5.9943e-01, PNorm = 161.6406, GNorm = 0.7229, lr_0 = 7.3276e-04
Loss = 8.0370e-01, PNorm = 161.6943, GNorm = 0.5676, lr_0 = 7.3317e-04
Loss = 7.1379e-01, PNorm = 161.7836, GNorm = 0.5376, lr_0 = 7.3357e-04
Loss = 8.0144e-01, PNorm = 161.8662, GNorm = 0.8470, lr_0 = 7.3398e-04
Loss = 6.8959e-01, PNorm = 161.9503, GNorm = 0.6109, lr_0 = 7.3439e-04
Loss = 7.0660e-01, PNorm = 162.0245, GNorm = 0.7922, lr_0 = 7.3480e-04
Loss = 7.4477e-01, PNorm = 162.0797, GNorm = 0.9136, lr_0 = 7.3520e-04
Loss = 8.2176e-01, PNorm = 162.1916, GNorm = 0.6040, lr_0 = 7.3561e-04
Loss = 8.5180e-01, PNorm = 162.3631, GNorm = 0.7904, lr_0 = 7.3602e-04
Loss = 8.9471e-01, PNorm = 162.5770, GNorm = 0.5773, lr_0 = 7.3642e-04
Loss = 7.8599e-01, PNorm = 162.7820, GNorm = 0.5475, lr_0 = 7.3683e-04
Loss = 7.1370e-01, PNorm = 162.9270, GNorm = 0.5218, lr_0 = 7.3724e-04
Loss = 7.5977e-01, PNorm = 163.0385, GNorm = 0.5599, lr_0 = 7.3765e-04
Loss = 7.6161e-01, PNorm = 163.1750, GNorm = 0.5892, lr_0 = 7.3805e-04
Loss = 8.6197e-01, PNorm = 163.2999, GNorm = 0.4574, lr_0 = 7.3846e-04
Loss = 6.5344e-01, PNorm = 163.4205, GNorm = 0.5368, lr_0 = 7.3887e-04
Loss = 7.0971e-01, PNorm = 163.5185, GNorm = 0.6733, lr_0 = 7.3927e-04
Loss = 7.8395e-01, PNorm = 163.5839, GNorm = 0.5345, lr_0 = 7.3968e-04
Loss = 6.1064e-01, PNorm = 163.6633, GNorm = 0.3796, lr_0 = 7.4009e-04
Loss = 9.0977e-01, PNorm = 163.7137, GNorm = 0.8309, lr_0 = 7.4050e-04
Loss = 6.8236e-01, PNorm = 163.8130, GNorm = 0.5795, lr_0 = 7.4090e-04
Loss = 8.6380e-01, PNorm = 163.9007, GNorm = 0.9774, lr_0 = 7.4131e-04
Loss = 7.0158e-01, PNorm = 163.9897, GNorm = 1.1394, lr_0 = 7.4172e-04
Loss = 7.1801e-01, PNorm = 164.0887, GNorm = 0.6696, lr_0 = 7.4212e-04
Loss = 5.9772e-01, PNorm = 164.1598, GNorm = 0.5752, lr_0 = 7.4253e-04
Loss = 7.8144e-01, PNorm = 164.2312, GNorm = 0.7612, lr_0 = 7.4294e-04
Loss = 7.5259e-01, PNorm = 164.3323, GNorm = 0.6363, lr_0 = 7.4335e-04
Loss = 8.7975e-01, PNorm = 164.4783, GNorm = 0.4971, lr_0 = 7.4375e-04
Loss = 8.4397e-01, PNorm = 164.6438, GNorm = 0.7399, lr_0 = 7.4416e-04
Loss = 6.9728e-01, PNorm = 164.7671, GNorm = 2.0215, lr_0 = 7.4457e-04
Loss = 8.3916e-01, PNorm = 164.8773, GNorm = 0.7617, lr_0 = 7.4497e-04
Loss = 8.6926e-01, PNorm = 165.0052, GNorm = 1.8444, lr_0 = 7.4538e-04
Loss = 7.6420e-01, PNorm = 165.1506, GNorm = 0.4055, lr_0 = 7.4579e-04
Loss = 7.0039e-01, PNorm = 165.2633, GNorm = 0.3822, lr_0 = 7.4620e-04
Loss = 7.9048e-01, PNorm = 165.3624, GNorm = 0.7472, lr_0 = 7.4660e-04
Loss = 7.6377e-01, PNorm = 165.4677, GNorm = 0.5971, lr_0 = 7.4701e-04
Loss = 7.6278e-01, PNorm = 165.5816, GNorm = 0.5704, lr_0 = 7.4742e-04
Loss = 7.7440e-01, PNorm = 165.6881, GNorm = 0.7728, lr_0 = 7.4782e-04
Loss = 8.6207e-01, PNorm = 165.8222, GNorm = 0.5993, lr_0 = 7.4823e-04
Loss = 7.2778e-01, PNorm = 165.9863, GNorm = 0.9605, lr_0 = 7.4864e-04
Loss = 7.7568e-01, PNorm = 166.0730, GNorm = 0.8238, lr_0 = 7.4905e-04
Loss = 6.1226e-01, PNorm = 166.1427, GNorm = 0.6043, lr_0 = 7.4945e-04
Loss = 7.8650e-01, PNorm = 166.2034, GNorm = 0.5257, lr_0 = 7.4986e-04
Loss = 7.4116e-01, PNorm = 166.2734, GNorm = 0.7969, lr_0 = 7.5027e-04
Loss = 6.6907e-01, PNorm = 166.3425, GNorm = 0.4469, lr_0 = 7.5067e-04
Loss = 7.6896e-01, PNorm = 166.4061, GNorm = 1.1338, lr_0 = 7.5108e-04
Loss = 8.1347e-01, PNorm = 166.4758, GNorm = 0.5888, lr_0 = 7.5149e-04
Loss = 8.6386e-01, PNorm = 166.6068, GNorm = 0.5591, lr_0 = 7.5190e-04
Loss = 8.1380e-01, PNorm = 166.7334, GNorm = 0.4725, lr_0 = 7.5230e-04
Loss = 7.7711e-01, PNorm = 166.8372, GNorm = 0.5537, lr_0 = 7.5271e-04
Loss = 7.6362e-01, PNorm = 166.9488, GNorm = 0.5238, lr_0 = 7.5312e-04
Loss = 6.6521e-01, PNorm = 167.0372, GNorm = 0.4763, lr_0 = 7.5352e-04
Loss = 7.6950e-01, PNorm = 167.1316, GNorm = 0.6139, lr_0 = 7.5393e-04
Loss = 7.7778e-01, PNorm = 167.2427, GNorm = 0.6643, lr_0 = 7.5434e-04
Loss = 8.9348e-01, PNorm = 167.3316, GNorm = 0.9101, lr_0 = 7.5475e-04
Loss = 7.2710e-01, PNorm = 167.4406, GNorm = 0.4696, lr_0 = 7.5515e-04
Loss = 8.0765e-01, PNorm = 167.5169, GNorm = 0.7512, lr_0 = 7.5556e-04
Loss = 7.9555e-01, PNorm = 167.5941, GNorm = 0.6604, lr_0 = 7.5597e-04
Loss = 8.3402e-01, PNorm = 167.7213, GNorm = 1.0084, lr_0 = 7.5637e-04
Loss = 7.6973e-01, PNorm = 167.8365, GNorm = 0.5205, lr_0 = 7.5678e-04
Loss = 8.1668e-01, PNorm = 167.9361, GNorm = 0.4343, lr_0 = 7.5719e-04
Loss = 8.4773e-01, PNorm = 168.0633, GNorm = 0.5701, lr_0 = 7.5760e-04
Loss = 8.2451e-01, PNorm = 168.2116, GNorm = 0.5639, lr_0 = 7.5800e-04
Loss = 7.0684e-01, PNorm = 168.3482, GNorm = 0.7472, lr_0 = 7.5841e-04
Loss = 7.3256e-01, PNorm = 168.4476, GNorm = 0.6182, lr_0 = 7.5882e-04
Loss = 7.2551e-01, PNorm = 168.5097, GNorm = 0.4806, lr_0 = 7.5922e-04
Loss = 7.6298e-01, PNorm = 168.6027, GNorm = 0.4507, lr_0 = 7.5963e-04
Loss = 7.1552e-01, PNorm = 168.6847, GNorm = 1.1149, lr_0 = 7.6004e-04
Loss = 7.0868e-01, PNorm = 168.7572, GNorm = 0.6122, lr_0 = 7.6045e-04
Loss = 7.6927e-01, PNorm = 168.8434, GNorm = 0.4746, lr_0 = 7.6085e-04
Loss = 8.9191e-01, PNorm = 168.9197, GNorm = 0.5273, lr_0 = 7.6126e-04
Loss = 7.1437e-01, PNorm = 169.0418, GNorm = 0.5230, lr_0 = 7.6167e-04
Loss = 8.1429e-01, PNorm = 169.1651, GNorm = 0.4580, lr_0 = 7.6207e-04
Loss = 8.5728e-01, PNorm = 169.3193, GNorm = 0.7972, lr_0 = 7.6248e-04
Loss = 6.9651e-01, PNorm = 169.4967, GNorm = 0.6296, lr_0 = 7.6289e-04
Loss = 9.1724e-01, PNorm = 169.6096, GNorm = 0.6463, lr_0 = 7.6330e-04
Loss = 7.7975e-01, PNorm = 169.7857, GNorm = 0.6554, lr_0 = 7.6370e-04
Loss = 8.1293e-01, PNorm = 169.9150, GNorm = 0.5578, lr_0 = 7.6411e-04
Loss = 8.1785e-01, PNorm = 170.0215, GNorm = 0.5218, lr_0 = 7.6452e-04
Loss = 8.1481e-01, PNorm = 170.1207, GNorm = 0.8001, lr_0 = 7.6492e-04
Loss = 6.8966e-01, PNorm = 170.2140, GNorm = 0.8678, lr_0 = 7.6533e-04
Loss = 8.4114e-01, PNorm = 170.2982, GNorm = 0.5293, lr_0 = 7.6574e-04
Loss = 7.8280e-01, PNorm = 170.3952, GNorm = 0.6232, lr_0 = 7.6614e-04
Loss = 7.0703e-01, PNorm = 170.5202, GNorm = 0.9593, lr_0 = 7.6655e-04
Loss = 8.0946e-01, PNorm = 170.6283, GNorm = 1.0051, lr_0 = 7.6696e-04
Loss = 8.2709e-01, PNorm = 170.7552, GNorm = 0.4385, lr_0 = 7.6737e-04
Loss = 6.5430e-01, PNorm = 170.8866, GNorm = 0.4447, lr_0 = 7.6777e-04
Loss = 7.5081e-01, PNorm = 170.9850, GNorm = 0.6467, lr_0 = 7.6818e-04
Loss = 7.6665e-01, PNorm = 171.0740, GNorm = 0.8224, lr_0 = 7.6859e-04
